,Car_Name,Car_Price,Car_Engine_Capacity,Car_Mileage
0,Mahindra Thar AX Opt Hard Top Diesel RWD (Diesel),11.35 ,1497 ,15.2 
1,Mahindra Thar LX Hard Top Diesel RWD (Diesel),12.85 ,1497 ,
2,Mahindra Thar LX Hard Top AT RWD (Petrol),14.10 ,1997 ,
3,Mahindra Thar AX Opt Convert Top (Petrol),14.30 ,1997 ,
4,Mahindra Thar AX Opt Convert Top Diesel (Diesel),14.85 ,2184 ,15.2 
5,Mahindra Thar AX Opt Hard Top Diesel (Diesel),,2184 ,15.2 
6,Mahindra Thar LX Hard Top (Petrol),,1997 ,15.2 
7,Mahindra Thar Earth Edition (Petrol),15.40 ,1997 ,15.2 
8,Mahindra Thar LX Hard Top MLD Diesel (Diesel),15.55 ,2184 ,15.2 
9,Mahindra Thar LX Convert Top Diesel (Diesel),15.75 ,2184 ,15.2 
10,Mahindra Thar LX Hard Top Diesel (Diesel),15.75 ,2184 ,15.2 
11,Mahindra Thar Earth Edition Diesel (Diesel),16.15 ,2184 ,15.2 
12,Mahindra Thar LX Convert Top AT (Petrol),16.50 ,1997 ,15.2 
13,Mahindra Thar LX Hard Top AT (Petrol),16.60 ,1997 ,
14,Mahindra Thar Earth Edition AT (Petrol),,1997 ,
15,Mahindra Thar LX Hard Top MLD Diesel AT (Diesel),,2184 ,
16,Mahindra Thar LX Convert Top Diesel AT (Diesel),17.15 ,2184 ,
17,Mahindra Thar LX Hard Top Diesel AT (Diesel),17.20 ,2184 ,
18,Mahindra Thar Earth Edition Diesel AT (Diesel),17.60 ,2184 ,
19,Maruti Swift LXi (Petrol),6.49 ,1197 ,24.8 
20,Maruti Swift VXi (Petrol),7.29 ,1197 ,24.8 
21,Maruti Swift VXi Opt (Petrol),7.57 ,1197 ,24.8 
22,Maruti Swift VXi AMT (Petrol),7.75 ,1197 ,25.75 
23,Maruti Swift VXi Opt AMT (Petrol),8.02 ,1197 ,25.75 
24,Maruti Swift ZXi (Petrol),8.29 ,1197 ,24.8 
25,Maruti Swift ZXi AMT (Petrol),8.74 ,1197 ,25.75 
26,Maruti Swift ZXi Plus (Petrol),8.99 ,1197 ,24.8 
27,Maruti Swift ZXi Plus DT (Petrol),9.14 ,1197 ,24.8 
28,Maruti Swift ZXi Plus AMT (Petrol),9.45 ,1197 ,25.75 
29,Maruti Swift ZXi Plus AMT DT (Petrol),9.59 ,1197 ,25.75 
30,Mahindra Scorpio S (Diesel),13.62 ,2184 ,
31,Mahindra Scorpio S 9 Seater (Diesel),13.87 ,2184 ,
32,Mahindra Scorpio S 11 7CC (Diesel),17.42 ,2184 ,
33,Mahindra Scorpio S 11 (Diesel),17.42 ,2184 ,
34,Tata Punch Pure (Petrol),6.13 ,1199 ,20.09 
35,Tata Punch Pure Rhythm (Petrol),6.38 ,1199 ,20.09 
36,Tata Punch Adventure (Petrol),,1199 ,20.09 
37,Tata Punch Pure CNG (CNG),7.23 ,1199 ,
38,Tata Punch Adventure Rhythm (Petrol),7.35 ,1199 ,20.09 
39,Tata Punch Adventure AMT (Petrol),7.60 ,1199 ,18.8 
40,Tata Punch Accomplished (Petrol),7.85 ,1199 ,20.09 
41,Tata Punch Adventure Rhythm AMT (Petrol),7.95 ,1199 ,18.8 
42,Tata Punch Adventure CNG (CNG),7.95 ,1199 ,
43,Tata Punch Adventure Rhythm CNG (CNG),8.30 ,1199 ,
44,Tata Punch Accomplished S (Petrol),8.35 ,1199 ,20.09 
45,Tata Punch Accomplished AMT (Petrol),8.45 ,1199 ,18.8 
46,Tata Punch Accomplished Dazzle S (Petrol),8.75 ,1199 ,20.09 
47,Tata Punch Accomplished Dazzle (Petrol),8.75 ,1199 ,20.09 
48,Tata Punch Creative DT (Petrol),8.85 ,1199 ,20.09 
49,Tata Punch Accomplished Dazzle AMT (Petrol),8.85 ,1199 ,18.8 
50,Tata Punch Accomplished S AMT (Petrol),8.95 ,1199 ,18.8 
51,Tata Punch Accomplished CNG (CNG),8.95 ,1199 ,
52,Tata Punch Creative S DT (Petrol),9.30 ,1199 ,20.09 
53,Tata Punch Accomplished Dazzle S AMT (Petrol),9.35 ,1199 ,18.8 
54,Tata Punch Creative AMT DT (Petrol),9.45 ,1199 ,18.8 
55,Tata Punch Creative Flagship DT (Petrol),9.60 ,1199 ,20.09 
56,Tata Punch Accomplished Dazzle S CNG (CNG),9.85 ,1199 ,
57,Tata Punch Creative S AMT DT (Petrol),9.90 ,1199 ,18.8 
58,Tata Punch Creative Flagship AMT DT (Petrol),10.20 ,1199 ,18.8 
59,Mahindra XUV700 MX 5Str (Petrol),13.99 ,1999 ,
60,Mahindra XUV700 MX E 5Str (Petrol),14.49 ,1999 ,
61,Mahindra XUV700 MX 7Str (Petrol),14.49 ,1999 ,
62,Mahindra XUV700 MX 5Str Diesel (Diesel),14.59 ,2198 ,
63,Mahindra XUV700 MX E 7Str (Petrol),14.99 ,1999 ,
64,Mahindra XUV700 MX 7Str Diesel (Diesel),14.99 ,2198 ,
65,Mahindra XUV700 MX E 5Str Diesel (Diesel),15.09 ,2198 ,
66,Mahindra XUV700 MX E 7Str Diesel (Diesel),15.49 ,2198 ,
67,Mahindra XUV700 AX3 5Str (Petrol),16.39 ,1999 ,
68,Mahindra XUV700 AX5 S 7 Str (Petrol),16.89 ,1999 ,
69,Mahindra XUV700 AX3 E 5Str (Petrol),16.89 ,1999 ,
70,Mahindra XUV700 AX3 5Str Diesel (Diesel),16.99 ,2198 ,
71,Mahindra XUV700 AX5 S E 7Str (Petrol),17.39 ,1999 ,
72,Mahindra XUV700 AX5 S 7 Str Diesel (Diesel),17.49 ,2198 ,
73,Mahindra XUV700 AX3 E 5Str Diesel (Diesel),17.49 ,2198 ,
74,Mahindra XUV700 AX5 5Str (Petrol),17.69 ,1999 ,
75,Mahindra XUV700 AX5 S E 7Str Diesel (Diesel),17.99 ,2198 ,
76,Mahindra XUV700 AX3 5Str AT (Petrol),17.99 ,1999 ,
77,Mahindra XUV700 AX5 E 5Str (Petrol),18.19 ,1999 ,
78,Mahindra XUV700 AX5 7 Str (Petrol),18.19 ,1999 ,
79,Mahindra XUV700 AX5 5Str Diesel (Diesel),18.29 ,2198 ,
80,Mahindra XUV700 AX5 S 7 Str AT (Petrol),18.49 ,1999 ,
81,Mahindra XUV700 AX3 5Str Diesel AT (Diesel),18.59 ,2198 ,16.57 
82,Mahindra XUV700 AX5 E 7 Str (Petrol),18.69 ,1999 ,
83,Mahindra XUV700 AX5 7 Str Diesel (Diesel),18.79 ,2198 ,
84,Mahindra XUV700 AX5 S 7 Str Diesel AT (Diesel),18.99 ,2198 ,16.57 
85,Mahindra XUV700 AX5 5Str AT (Petrol),19.29 ,1999 ,
86,Mahindra XUV700 AX7 7Str (Petrol),19.49 ,1999 ,
87,Mahindra XUV700 AX7 6 Str (Petrol),19.69 ,1999 ,
88,Mahindra XUV700 AX5 7 Str AT (Petrol),19.79 ,1999 ,
89,Mahindra XUV700 AX5 5Str Diesel AT (Diesel),19.89 ,2198 ,16.57 
90,Mahindra XUV700 AX7 7Str Diesel (Diesel),19.99 ,2198 ,
91,Mahindra XUV700 AX7 6 Str Diesel (Diesel),20.19 ,2198 ,
92,Mahindra XUV700 AX5 7 Str Diesel AT (Diesel),20.39 ,2198 ,16.57 
93,Mahindra XUV700 AX7 7Str AT (Petrol),20.99 ,1999 ,
94,Mahindra XUV700 AX7 6Str AT (Petrol),21.19 ,1999 ,
95,Mahindra XUV700 AX7 7Str Diesel AT (Diesel),21.59 ,2198 ,16.57 
96,Mahindra XUV700 AX7 6 Str Diesel AT (Diesel),21.79 ,2198 ,16.57 
97,Mahindra XUV700 AX7L 7Str Diesel (Diesel),22.49 ,2198 ,
98,Mahindra XUV700 AX7L 6Str Diesel (Diesel),22.69 ,2198 ,
99,Mahindra XUV700 AX7 7Str Diesel AT AWD (Diesel),22.79 ,2198 ,16.57 
100,Mahindra XUV700 AX7L 7Str AT (Petrol),23.49 ,1999 ,
101,Mahindra XUV700 AX7L 6Str AT (Petrol),23.69 ,1999 ,
102,Mahindra XUV700 AX7L 7Str Diesel AT (Diesel),23.99 ,2198 ,16.57 
103,Mahindra XUV700 AX7L Blaze Edition Diesel (Diesel),24.24 ,2198 ,
104,Mahindra XUV700 AX7L 7Str Diesel AT AWD (Diesel),24.99 ,2198 ,16.57 
105,Mahindra XUV700 AX7L Blaze Edition AT (Petrol),25.54 ,2198 ,
106,Mahindra XUV700 AX7L 6Str Diesel AT (Diesel),25.99 ,2198 ,16.57 
107,Mahindra XUV700 AX7L Blaze Edition Diesel AT (Diesel),26.04 ,2198 ,16.57 
108,Hyundai Creta E (Petrol),,1497 ,17.4 
109,Hyundai Creta EX (Petrol),12.21 ,1497 ,17.4 
110,Hyundai Creta E Diesel (Diesel),12.56 ,1493 ,21.8 
111,Hyundai Creta S (Petrol),13.43 ,1497 ,17.4 
112,Hyundai Creta EX Diesel (Diesel),13.78 ,1493 ,21.8 
113,Hyundai Creta S (O) (Petrol),14.36 ,1497 ,17.4 
114,Hyundai Creta S Diesel (Diesel),,1493 ,21.8 
115,Hyundai Creta SX (Petrol),15.30 ,1497 ,17.4 
116,Hyundai Creta SX DT (Petrol),15.45 ,1497 ,17.4 
117,Hyundai Creta S (O) iVT (Petrol),15.86 ,1497 ,17.7 
118,Hyundai Creta S (O) Diesel (Diesel),15.93 ,1493 ,21.8 
119,Hyundai Creta SX Tech (Petrol),15.98 ,1497 ,17.4 
120,Hyundai Creta SX Tech DT (Petrol),16.13 ,1497 ,17.4 
121,Hyundai Creta SX (O) (Petrol),17.27 ,1497 ,17.4 
122,Hyundai Creta SX (O) DT (Petrol),17.42 ,1497 ,17.4 
123,Hyundai Creta S (O) Diesel AT (Diesel),17.43 ,1493 ,19.1 
124,Hyundai Creta SX Tech iVT (Petrol),17.48 ,1497 ,17.7 
125,Hyundai Creta SX Tech Diesel (Diesel),17.56 ,1493 ,21.8 
126,Hyundai Creta SX Tech iVT DT (Petrol),17.63 ,1497 ,17.7 
127,Hyundai Creta SX Tech Diesel DT (Diesel),17.71 ,1493 ,21.8 
128,Hyundai Creta SX (O) iVT (Petrol),18.73 ,1497 ,17.7 
129,Hyundai Creta SX (O) Diesel (Diesel),18.85 ,1493 ,21.8 
130,Hyundai Creta SX (O) iVT DT (Petrol),18.88 ,1497 ,17.7 
131,Hyundai Creta SX (O) Diesel DT (Diesel),,1493 ,21.8 
132,Hyundai Creta SX (O) Diesel AT (Diesel),,1493 ,19.1 
133,Hyundai Creta SX (O) Turbo DCT (Petrol),,1482 ,18.4 
134,Hyundai Creta SX (O) Turbo DCT DT (Petrol),20.15 ,1482 ,18.4 
135,Hyundai Creta SX (O) Diesel AT DT (Diesel),20.15 ,1493 ,19.1 
136,Mahindra XUV 3XO MX1 (Petrol),7.49 ,1197 ,18.89 
137,Mahindra XUV 3XO MX2 Pro (Petrol),8.99 ,1197 ,18.89 
138,Mahindra XUV 3XO MX3 (Petrol),9.49 ,1197 ,18.89 
139,Mahindra XUV 3XO MX3 Pro (Petrol),9.99 ,1197 ,18.89 
140,Mahindra XUV 3XO MX2 diesel (Diesel),9.99 ,1498 ,
141,Mahindra XUV 3XO MX2 Pro AT (Petrol),9.99 ,1197 ,17.96 
142,Mahindra XUV 3XO MX2 Pro Diesel (Diesel),10.39 ,1498 ,
143,Mahindra XUV 3XO AX5 (Petrol),10.69 ,1197 ,18.89 
144,Mahindra XUV 3XO MX3 Diesel (Diesel),10.89 ,1498 ,
145,Mahindra XUV 3XO MX3 AT (Petrol),10.99 ,1197 ,17.96 
146,Mahindra XUV 3XO MX3 Pro Diesel (Diesel),11.39 ,1498 ,
147,Mahindra XUV 3XO MX3 Pro AT (Petrol),11.49 ,1197 ,17.96 
148,Mahindra XUV 3XO MX3 Diesel AMT (Diesel),11.69 ,1498 ,
149,Mahindra XUV 3XO AX5 L Turbo (Petrol),11.99 ,1197 ,20.1 
150,Mahindra XUV 3XO AX5 Diesel (Diesel),12.09 ,1497 ,20.6 
151,Mahindra XUV 3XO AX5 AT (Petrol),12.19 ,1197 ,17.96 
152,Mahindra XUV 3XO AX7 Turbo (Petrol),12.49 ,1197 ,20.1 
153,Mahindra XUV 3XO AX5 Diesel AMT (Diesel),12.89 ,1498 ,20.6 
154,Mahindra XUV 3XO AX5 L Turbo AT (Petrol),13.49 ,1197 ,18.2 
155,Mahindra XUV 3XO AX7 Diesel (Diesel),13.69 ,1498 ,
156,Mahindra XUV 3XO AX7 Turbo AT (Petrol),13.99 ,1197 ,18.2 
157,Mahindra XUV 3XO AX7 L Turbo (Petrol),13.99 ,1197 ,20.1 
158,Mahindra XUV 3XO AX7 Diesel AMT (Diesel),14.49 ,1498 ,
159,Mahindra XUV 3XO AX7 L Diesel (Diesel),14.99 ,1498 ,
160,Mahindra XUV 3XO AX7 L Turbo AT (Petrol),15.49 ,1197 ,18.2 
161,Tata Nexon Smart Opt (Petrol),,1199 ,17.44 
162,Tata Nexon Smart (Petrol),8.15 ,1199 ,17.44 
163,Tata Nexon Smart Plus (Petrol),8.90 ,1199 ,17.44 
164,Tata Nexon Smart Plus S (Petrol),9.40 ,1199 ,17.44 
165,Tata Nexon Smart Plus AMT (Petrol),9.70 ,1199 ,17.18 
166,Tata Nexon Pure (Petrol),9.80 ,1199 ,17.44 
167,Tata Nexon Smart Plus Diesel (Diesel),,1497 ,23.23 
168,Tata Nexon Pure S (Petrol),10.30 ,1199 ,17.44 
169,Tata Nexon Smart Plus S Diesel (Diesel),10.50 ,1497 ,23.23 
170,Tata Nexon Pure AMT (Petrol),10.50 ,1199 ,17.18 
171,Tata Nexon Pure S AMT (Petrol),,1199 ,17.18 
172,Tata Nexon Pure Diesel (Diesel),11.10 ,1497 ,23.23 
173,Tata Nexon Creative (Petrol),11.10 ,1199 ,17.44 
174,Tata Nexon Creative DT (Petrol),11.20 ,1199 ,17.44 
175,Tata Nexon Creative Dark (Petrol),11.45 ,1199 ,17.44 
176,Tata Nexon Pure S Diesel (Diesel),11.60 ,1497 ,23.23 
177,Tata Nexon Pure Diesel AMT (Diesel),11.80 ,1497 ,24.08 
178,Tata Nexon Creative Plus (Petrol),11.80 ,1199 ,17.44 
179,Tata Nexon Creative AMT (Petrol),11.80 ,1199 ,17.18 
180,Tata Nexon Creative Plus DT (Petrol),11.90 ,1199 ,17.44 
181,Tata Nexon Creative DT AMT (Petrol),11.90 ,1199 ,17.18 
182,Tata Nexon Creative Plus Dark (Petrol),12.15 ,1199 ,17.44 
183,Tata Nexon Creative Dark AMT (Petrol),12.15 ,1199 ,17.18 
184,Tata Nexon Pure S Diesel AMT (Diesel),12.30 ,1497 ,24.08 
185,Tata Nexon Creative Plus S (Petrol),12.30 ,1199 ,17.44 
186,Tata Nexon Creative DCA (Petrol),12.30 ,1199 ,17.01 
187,Tata Nexon Creative Plus S DT (Petrol),12.40 ,1199 ,17.44 
188,Tata Nexon Creative DT DCA (Petrol),12.40 ,1199 ,17.01 
189,Tata Nexon Creative Plus AMT (Petrol),12.50 ,1199 ,17.18 
190,Tata Nexon Creative Diesel (Diesel),12.50 ,1497 ,23.23 
191,Tata Nexon FearlessPR DT (Petrol),12.60 ,1199 ,17.44 
192,Tata Nexon Fearless DT (Petrol),12.60 ,1199 ,17.44 
193,Tata Nexon Creative Plus DT AMT (Petrol),12.60 ,1199 ,17.18 
194,Tata Nexon Creative DT Diesel (Diesel),12.60 ,1497 ,23.23 
195,Tata Nexon Creative Plus S Dark (Petrol),12.65 ,1199 ,17.44 
196,Tata Nexon Creative Dark DCA (Petrol),12.65 ,1199 ,17.01 
197,Tata Nexon Creative Plus Dark AMT (Petrol),12.85 ,1199 ,17.18 
198,Tata Nexon Creative Dark Diesel (Diesel),12.85 ,1497 ,23.23 
199,Tata Nexon Fearless Dark (Petrol),12.95 ,1199 ,17.44 
200,Tata Nexon Creative Plus S AMT (Petrol),,1199 ,17.18 
201,Tata Nexon Creative Plus DCA (Petrol),,1199 ,17.01 
202,Tata Nexon FearlessPR S DT (Petrol),13.10 ,1199 ,17.44 
203,Tata Nexon FearlessPR Plus DT (Petrol),13.10 ,1199 ,17.44 
204,Tata Nexon Fearless S DT (Petrol),13.10 ,1199 ,17.44 
205,Tata Nexon Fearless Plus DT (Petrol),13.10 ,1199 ,17.44 
206,Tata Nexon Creative Plus S DT AMT (Petrol),13.10 ,1199 ,17.18 
207,Tata Nexon Creative Plus DT DCA (Petrol),13.10 ,1199 ,17.01 
208,Tata Nexon Creative Diesel AMT (Diesel),13.10 ,1497 ,24.08 
209,Tata Nexon Creative Plus Diesel (Diesel),13.20 ,1497 ,23.23 
210,Tata Nexon Creative DT Diesel AMT (Diesel),13.20 ,1497 ,24.08 
211,Tata Nexon Creative Plus DT Diesel (Diesel),13.30 ,1497 ,23.23 
212,Tata Nexon Creative Plus S Dark AMT (Petrol),13.35 ,1199 ,17.18 
213,Tata Nexon Creative Plus Dark DCA (Petrol),13.35 ,1199 ,17.01 
214,Tata Nexon Creative Dark Diesel AMT (Diesel),13.45 ,1497 ,24.08 
215,Tata Nexon Creative Plus S DCA (Petrol),13.50 ,1199 ,17.01 
216,Tata Nexon Creative Plus Dark Diesel (Diesel),13.55 ,1497 ,23.23 
217,Tata Nexon FearlessPR Plus S DT (Petrol),13.60 ,1199 ,17.44 
218,Tata Nexon Fearless Plus S DT (Petrol),13.60 ,1199 ,17.44 
219,Tata Nexon Creative Plus S DT DCA (Petrol),13.60 ,1199 ,17.01 
220,Tata Nexon Creative Plus S Diesel (Diesel),13.70 ,1497 ,23.23 
221,Tata Nexon FearlessPR DT DCA (Petrol),13.80 ,1199 ,17.01 
222,Tata Nexon Fearless Plus S Dark (Petrol),13.80 ,1199 ,17.44 
223,Tata Nexon Fearless DT DCA (Petrol),13.80 ,1199 ,17.01 
224,Tata Nexon Creative Plus S DT Diesel (Diesel),13.80 ,1497 ,23.23 
225,Tata Nexon Creative Plus S Dark DCA (Petrol),13.85 ,1199 ,17.01 
226,Tata Nexon Creative Plus Diesel AMT (Diesel),13.90 ,1497 ,24.08 
227,Tata Nexon FearlessPR DT Diesel (Diesel),,1497 ,23.23 
228,Tata Nexon Fearless DT Diesel (Diesel),,1497 ,23.23 
229,Tata Nexon Creative Plus DT Diesel AMT (Diesel),,1497 ,24.08 
230,Tata Nexon Creative Plus S Dark Diesel (Diesel),14.05 ,1497 ,23.23 
231,Tata Nexon Fearless Dark DCA (Petrol),14.15 ,1199 ,17.01 
232,Tata Nexon Creative Plus Dark Diesel AMT (Diesel),14.25 ,1497 ,24.08 
233,Tata Nexon FearlessPR S DT DCA (Petrol),14.30 ,1199 ,17.01 
234,Tata Nexon FearlessPR Plus DT DCA (Petrol),14.30 ,1199 ,17.01 
235,Tata Nexon Fearless S DT DCA (Petrol),14.30 ,1199 ,17.01 
236,Tata Nexon Fearless Plus DT DCA (Petrol),14.30 ,1199 ,17.01 
237,Tata Nexon Fearless Dark Diesel (Diesel),14.35 ,1497 ,23.23 
238,Tata Nexon Creative Plus S Diesel AMT (Diesel),14.40 ,1497 ,24.08 
239,Tata Nexon FearlessPR S DT Diesel (Diesel),14.50 ,1497 ,23.23 
240,Tata Nexon FearlessPR Plus DT Diesel (Diesel),14.50 ,1497 ,23.23 
241,Tata Nexon Fearless S DT Diesel (Diesel),14.50 ,1497 ,23.23 
242,Tata Nexon Fearless Plus DT Diesel (Diesel),14.50 ,1497 ,23.23 
243,Tata Nexon Creative Plus S DT Diesel AMT (Diesel),14.50 ,1497 ,24.08 
244,Tata Nexon FearlessPR DT Diesel AMT (Diesel),14.70 ,1497 ,24.08 
245,Tata Nexon Fearless DT Diesel AMT (Diesel),14.70 ,1497 ,24.08 
246,Tata Nexon Creative Plus S Dark Diesel AMT (Diesel),14.75 ,1497 ,24.08 
247,Tata Nexon FearlessPR Plus S DT DCA (Petrol),14.80 ,1199 ,17.01 
248,Tata Nexon Fearless Plus S DT DCA (Petrol),14.80 ,1199 ,17.01 
249,Tata Nexon FearlessPR Plus S DT Diesel (Diesel),,1497 ,23.23 
250,Tata Nexon Fearless Plus S Dark DCA (Petrol),,1199 ,17.01 
251,Tata Nexon Fearless Plus S DT Diesel (Diesel),,1497 ,23.23 
252,Tata Nexon Fearless Dark Diesel AMT (Diesel),15.05 ,1497 ,24.08 
253,Tata Nexon FearlessPR S DT Diesel AMT (Diesel),15.10 ,1497 ,24.08 
254,Tata Nexon FearlessPR Plus DT Diesel AMT (Diesel),15.10 ,1497 ,24.08 
255,Tata Nexon Fearless S DT Diesel AMT (Diesel),15.10 ,1497 ,24.08 
256,Tata Nexon Fearless Plus DT Diesel AMT (Diesel),15.10 ,1497 ,24.08 
257,Tata Nexon Fearless Plus S Dark Diesel (Diesel),15.20 ,1497 ,23.23 
258,Tata Nexon FearlessPR Plus S DT Diesel AMT (Diesel),15.60 ,1497 ,24.08 
259,Tata Nexon Fearless Plus S DT Diesel AMT (Diesel),15.60 ,1497 ,24.08 
260,Tata Nexon Fearless Plus S Dark Diesel AMT (Diesel),15.80 ,1497 ,24.08 
261,Maruti Brezza Lxi (Petrol),8.34 ,1462 ,17.38 
262,Maruti Brezza Lxi CNG (CNG),9.29 ,1462 ,
263,Maruti Brezza Vxi (Petrol),9.70 ,1462 ,17.38 
264,Maruti Brezza Vxi CNG (CNG),10.64 ,1462 ,
265,Maruti Brezza Vxi AT (Petrol),11.10 ,1462 ,19.8 
266,Maruti Brezza Zxi (Petrol),11.14 ,1462 ,19.89 
267,Maruti Brezza Zxi DT (Petrol),11.30 ,1462 ,19.89 
268,Maruti Brezza Zxi CNG (CNG),12.10 ,1462 ,
269,Maruti Brezza Zxi CNG DT (CNG),12.26 ,1462 ,
270,Maruti Brezza Zxi AT (Petrol),12.54 ,1462 ,19.8 
271,Maruti Brezza Zxi Plus (Petrol),12.58 ,1462 ,19.89 
272,Maruti Brezza Zxi AT DT (Petrol),12.71 ,1462 ,19.8 
273,Maruti Brezza Zxi Plus DT (Petrol),12.74 ,1462 ,19.89 
274,Maruti Brezza Zxi Plus AT (Petrol),13.98 ,1462 ,19.8 
275,Maruti Brezza Zxi Plus AT DT (Petrol),14.14 ,1462 ,19.8 
276,Toyota Fortuner 4X2 (Petrol),33.43 ,2694 ,
277,Toyota Fortuner 4X2 AT (Petrol),35.02 ,2694 ,
278,Toyota Fortuner 4X2 Diesel (Diesel),35.93 ,2755 ,
279,Toyota Fortuner 4X2 Diesel AT (Diesel),38.21 ,2755 ,
280,Toyota Fortuner 4X4 Diesel (Diesel),40.03 ,2755 ,
281,Toyota Fortuner 4X4 Diesel AT (Diesel),42.32 ,2755 ,
282,Toyota Fortuner GR S 4X4 Diesel AT (Diesel),51.44 ,2755 ,
283,Toyota Innova Crysta 2.4 GX 8Str (Diesel),19.99 ,2393 ,
284,Toyota Innova Crysta 2.4 GX 7Str (Diesel),19.99 ,2393 ,
285,Toyota Innova Crysta 2.4 GX Plus 7Str (Diesel),21.39 ,2393 ,
286,Toyota Innova Crysta 2.4 GX Plus 8Str (Diesel),21.44 ,2393 ,
287,Toyota Innova Crysta 2.4 VX 7Str (Diesel),24.89 ,2393 ,
288,Toyota Innova Crysta 2.4 VX 8Str (Diesel),24.94 ,2393 ,
289,Toyota Innova Crysta 2.4 Zx 7Str (Diesel),26.55 ,2393 ,
290,Land Rover Defender 2.0 110 SE (Petrol),,1997 ,9.2 
291,Land Rover Defender 2.0 90 HSE (Petrol),98.50 ,1997 ,9.3 
292,Land Rover Defender 2.0 110 HSE (Petrol),,1997 ,9.2 
293,Land Rover Defender 3.0 l Diesel 90 HSE (Diesel),,2997 ,13.2 
294,Land Rover Defender 3.0 l 110 HSE (Petrol),,2996 ,8.7 
295,Land Rover Defender 3.0 Diesel 110 HSE (Diesel),,2997 ,11.5 
296,Land Rover Defender 3.0 Diesel 110 X-Dynamic HSE (Diesel),,2997 ,11.5 
297,Land Rover Defender 3.0 90 X (Petrol),,2996 ,8.9 
298,Land Rover Defender 3.0 Diesel 110 X (Diesel),,2997 ,11.5 
299,Land Rover Defender 3.0 110 X (Petrol),,2996 ,8.7 
300,Land Rover Defender 3.0 l Diesel 130 HSE (Diesel),,2997 ,11.4 
301,Land Rover Defender 3.0 l 130 HSE (Petrol),,2996 ,8.8 
302,Land Rover Defender 3.0 Diesel 130 Outbound (Diesel),,2997 ,11.4 
303,Land Rover Defender 3.0 130 Outbound (Petrol),,2996 ,8.8 
304,Land Rover Defender 3.0 l Diesel 130 X (Diesel),,2997 ,11.4 
305,Land Rover Defender 3.0 l 130 X (Petrol),,2996 ,8.8 
306,Land Rover Defender 2.0 l 110 X PHEV (Petrol),,1997 ,
307,Land Rover Defender 5.0 90 V8 (Petrol),,4999 ,6.8 
308,Land Rover Defender 5.0 90 Carpathian (Petrol),,4999 ,6.8 
