,Car_Name,Car_Price,Car_Engine_Capacity,Car_Mileage
309,Land Rover Defender 5.0 110 V8 (Petrol),,4999 ,6.8 
310,Land Rover Defender 5.0 110 Carpathian (Petrol),,4999 ,6.8 
311,Land Rover Defender 5.0 130 V8 (Petrol),,4999 ,6.8 
312,Land Rover Defender Octa (Petrol),,4367 ,
313,Land Rover Defender Octa Edition One (Petrol),,4367 ,
314,Maruti Ertiga Lxi (O) (Petrol),8.69 ,1462 ,20.51 
315,Maruti Ertiga VXi (O) (Petrol),9.83 ,1462 ,20.51 
316,Maruti Ertiga VXi (O) CNG (CNG),10.78 ,1462 ,
317,Maruti Ertiga Zxi (O) (Petrol),10.93 ,1462 ,20.51 
318,Maruti Ertiga VXI AT (Petrol),11.23 ,1462 ,20.3 
319,Maruti Ertiga ZXI Plus (Petrol),11.63 ,1462 ,20.51 
320,Maruti Ertiga ZXI (O) CNG (CNG),11.88 ,1462 ,
321,Maruti Ertiga ZXI AT (Petrol),12.33 ,1462 ,20.3 
322,Maruti Ertiga ZXI Plus AT (Petrol),13.03 ,1462 ,20.3 
323,Maruti FRONX Sigma (Petrol),7.51 ,1197 ,21.79 
324,Maruti FRONX Delta (Petrol),8.38 ,1197 ,21.79 
325,Maruti FRONX Delta CNG (CNG),8.46 ,1197 ,
326,Maruti FRONX Delta Plus (Petrol),8.78 ,1197 ,21.79 
327,Maruti FRONX Delta AMT (Petrol),8.82 ,1197 ,22.89 
328,Maruti FRONX Delta Plus Opt (Petrol),8.93 ,1197 ,21.79 
329,Maruti FRONX Delta Plus AMT (Petrol),9.22 ,1197 ,22.89 
330,Maruti FRONX Sigma CNG (CNG),9.32 ,1197 ,
331,Maruti FRONX Delta Plus Opt AMT (Petrol),9.38 ,1197 ,22.89 
332,Maruti FRONX Delta Plus Turbo (Petrol),9.72 ,998 ,21.5 
333,Maruti FRONX Zeta Turbo (Petrol),10.55 ,998 ,21.5 
334,Maruti FRONX Alpha Turbo (Petrol),11.47 ,998 ,21.5 
335,Maruti FRONX Alpha Turbo DT (Petrol),11.63 ,998 ,21.5 
336,Maruti FRONX Zeta Turbo AT (Petrol),11.96 ,998 ,20.01 
337,Maruti FRONX Alpha Turbo AT (Petrol),12.88 ,998 ,20.01 
338,Maruti FRONX Alpha Turbo DT AT (Petrol),13.04 ,998 ,20.01 
339,Mahindra Bolero B4 (Diesel),9.79 ,1493 ,
340,Mahindra Bolero B6 (Diesel),,1493 ,
341,Mahindra Bolero B6 Opt (Diesel),10.91 ,1493 ,
342,Land Rover Range Rover 3.0 I Diesel LWB HSE (Diesel),,2997 ,13.16 
343,Land Rover Range Rover 3.0 I LWB Autobiography (Petrol),,2996 ,10.42 
344,Hyundai Verna EX (Petrol),,1497 ,18.6 
345,Hyundai Verna S (Petrol),11.99 ,1497 ,18.6 
346,Hyundai Verna SX (Petrol),13.02 ,1497 ,18.6 
347,Hyundai Verna SX IVT (Petrol),14.27 ,1497 ,19.6 
348,Hyundai Verna SX Opt (Petrol),14.70 ,1497 ,18.6 
349,Hyundai Verna SX Turbo DT (Petrol),14.87 ,1482 ,
350,Hyundai Verna SX Turbo (Petrol),14.87 ,1482 ,
351,Hyundai Verna SX Opt Turbo DT (Petrol),16.03 ,1482 ,
352,Hyundai Verna SX Opt Turbo (Petrol),16.03 ,1482 ,
353,Hyundai Verna SX Turbo DCT DT (Petrol),16.12 ,1482 ,20.6 
354,Hyundai Verna SX Turbo DCT (Petrol),16.12 ,1482 ,20.6 
355,Hyundai Verna SX Opt IVT (Petrol),16.23 ,1497 ,19.6 
356,Hyundai Verna SX Opt Turbo DCT DT (Petrol),17.42 ,1482 ,20.6 
357,Hyundai Verna SX Opt Turbo DCT (Petrol),17.42 ,1482 ,20.6 
358,Mahindra Scorpio N Z2 (Petrol),13.85 ,1997 ,
359,Mahindra Scorpio N Z2 Diesel (Diesel),14.25 ,2198 ,
360,Mahindra Scorpio N Z2 E (Petrol),14.35 ,1997 ,
361,Mahindra Scorpio N Z2 Diesel E (Diesel),14.75 ,2198 ,
362,Mahindra Scorpio N Z4 (Petrol),15.49 ,1997 ,
363,Mahindra Scorpio N Z4 Diesel (Diesel),15.90 ,2198 ,
364,Mahindra Scorpio N Z4 E (Petrol),15.99 ,1997 ,
365,Mahindra Scorpio N Z4 Diesel E (Diesel),16.40 ,2198 ,
366,Mahindra Scorpio N Z6 Diesel (Diesel),16.86 ,2198 ,
367,Mahindra Scorpio N Z4 AT (Petrol),17.05 ,1997 ,
368,Mahindra Scorpio N Z8 Select (Petrol),17.09 ,1997 ,
369,Mahindra Scorpio N Z4 Diesel AT (Diesel),17.55 ,2198 ,
370,Mahindra Scorpio N Z4 Diesel 4x4 (Diesel),18.01 ,2198 ,
371,Mahindra Scorpio N Z8 Select Diesel (Diesel),18.09 ,2198 ,
372,Mahindra Scorpio N Z4 Diesel E 4x4 (Diesel),18.51 ,2198 ,
373,Mahindra Scorpio N Z6 Diesel AT (Diesel),18.55 ,2198 ,
374,Mahindra Scorpio N Z8 Select AT (Petrol),18.59 ,1997 ,
375,Mahindra Scorpio N Z8 (Petrol),18.74 ,1997 ,
376,Mahindra Scorpio N Z8 Select Diesel AT (Diesel),19.09 ,2198 ,
377,Mahindra Scorpio N Z8 Diesel (Diesel),19.20 ,2198 ,
378,Mahindra Scorpio N Z8 AT (Petrol),20.25 ,1997 ,
379,Mahindra Scorpio N Z8L (Petrol),20.37 ,1997 ,
380,Mahindra Scorpio N Z8L 6 Str (Petrol),20.62 ,1997 ,
381,Mahindra Scorpio N Z8 Diesel AT (Diesel),20.73 ,2198 ,
382,Mahindra Scorpio N Z8L Diesel (Diesel),20.78 ,2198 ,
383,Mahindra Scorpio N Z8L 6 Str Diesel (Diesel),21.12 ,2198 ,
384,Mahindra Scorpio N Z8 Diesel 4x4 (Diesel),21.37 ,2198 ,
385,Mahindra Scorpio N Z8L AT (Petrol),21.79 ,1997 ,
386,Mahindra Scorpio N Z8L 6 Str AT (Petrol),21.98 ,1997 ,
387,Mahindra Scorpio N Z8L Diesel AT (Diesel),22.24 ,2198 ,
388,Mahindra Scorpio N Z8L 6 Str Diesel AT (Diesel),22.48 ,2198 ,
389,Mahindra Scorpio N Z8L Diesel 4x4 (Diesel),22.98 ,2198 ,
390,Mahindra Scorpio N Z8 Diesel 4x4 AT (Diesel),23.09 ,2198 ,
391,Mahindra Scorpio N Z8L Diesel 4x4 AT (Diesel),24.54 ,2198 ,
392,Maruti Baleno Sigma (Petrol),6.66 ,1197 ,22.35 
393,Maruti Baleno Delta (Petrol),7.50 ,1197 ,22.35 
394,Maruti Baleno Delta AMT (Petrol),7.95 ,1197 ,22.94 
395,Maruti Baleno Delta CNG (CNG),8.40 ,1197 ,
396,Maruti Baleno Zeta (Petrol),8.43 ,1197 ,22.35 
397,Maruti Baleno Zeta AMT (Petrol),8.88 ,1197 ,22.94 
398,Maruti Baleno Zeta CNG (CNG),9.33 ,1197 ,
399,Maruti Baleno Alpha (Petrol),9.38 ,1197 ,22.35 
400,Maruti Baleno Alpha AMT (Petrol),9.83 ,1197 ,22.94 
401,Tata Harrier Smart (Diesel),14.99 ,1956 ,16.8 
402,Tata Harrier Smart (O) (Diesel),15.99 ,1956 ,16.8 
403,Tata Harrier Pure (Diesel),16.99 ,1956 ,16.8 
404,Tata Harrier Pure (O) (Diesel),17.49 ,1956 ,16.8 
405,Tata Harrier Pure Plus (Diesel),18.69 ,1956 ,16.8 
406,Tata Harrier Pure Plus S (Diesel),19.69 ,1956 ,16.8 
407,Tata Harrier Pure Plus S Dark (Diesel),19.99 ,1956 ,16.8 
408,Tata Harrier Pure Plus AT (Diesel),19.99 ,1956 ,16.8 
409,Tata Harrier Adventure (Diesel),20.19 ,1956 ,16.8 
410,Tata Harrier Pure Plus S AT (Diesel),21.09 ,1956 ,16.8 
411,Tata Harrier Pure Plus S Dark AT (Diesel),21.39 ,1956 ,16.8 
412,Tata Harrier Adventure Plus (Diesel),21.69 ,1956 ,16.8 
413,Tata Harrier Adventure Plus Dark (Diesel),22.24 ,1956 ,16.8 
414,Tata Harrier Adventure Plus A (Diesel),22.69 ,1956 ,16.8 
415,Tata Harrier Fearless (Diesel),22.99 ,1956 ,16.8 
416,Tata Harrier Adventure Plus AT (Diesel),23.09 ,1956 ,16.8 
417,Tata Harrier Fearless Dark (Diesel),23.54 ,1956 ,16.8 
418,Tata Harrier Adventure Plus Dark AT (Diesel),23.64 ,1956 ,16.8 
419,Tata Harrier Adventure Plus A AT (Diesel),24.09 ,1956 ,16.8 
420,Tata Harrier Fearless AT (Diesel),24.39 ,1956 ,16.8 
421,Tata Harrier Fearless Plus (Diesel),24.49 ,1956 ,16.8 
422,Tata Harrier Fearless Dark AT (Diesel),24.94 ,1956 ,16.8 
423,Tata Harrier Fearless Plus Dark (Diesel),25.04 ,1956 ,16.8 
424,Tata Harrier Fearless Plus AT (Diesel),25.89 ,1956 ,16.8 
425,Tata Harrier Fearless Plus Dark AT (Diesel),26.44 ,1956 ,16.8 
426,Kia Seltos HTE (Petrol),10.90 ,1497 ,
427,Kia Seltos HTK (Petrol),12.24 ,1497 ,
428,Kia Seltos HTE Diesel (Diesel),12.35 ,1493 ,20.7 
429,Kia Seltos HTK Diesel (Diesel),13.68 ,1493 ,20.7 
430,Kia Seltos HTK Plus (Petrol),14.06 ,1497 ,
431,Kia Seltos HTX (Petrol),15.30 ,1497 ,
432,Kia Seltos HTK Plus IVT (Petrol),15.42 ,1497 ,17.7 
433,Kia Seltos HTK Plus Turbo iMT (Petrol),15.45 ,1482 ,17.7 
434,Kia Seltos HTK Plus Diesel (Diesel),15.55 ,1493 ,20.7 
435,Kia Seltos HTX IVT (Petrol),16.72 ,1497 ,17.7 
436,Kia Seltos HTX Diesel (Diesel),16.80 ,1493 ,
437,Kia Seltos HTK Plus Diesel AT (Diesel),16.92 ,1493 ,20.7 
438,Kia Seltos HTX Diesel iMT (Diesel),,1493 ,20.7 
439,Kia Seltos HTX Diesel AT (Diesel),18.22 ,1493 ,19.1 
440,Kia Seltos HTX Plus Diesel (Diesel),18.70 ,1493 ,20.7 
441,Kia Seltos HTX Plus Turbo iMT (Petrol),18.73 ,1482 ,17.7 
442,Kia Seltos HTX Plus Diesel iMT (Diesel),18.95 ,1493 ,20.7 
443,Kia Seltos GTX Turbo DCT (Petrol),,1482 ,17.9 
444,Kia Seltos GTX Diesel AT (Diesel),,1493 ,19.1 
445,Kia Seltos GTX Plus S Turbo DCT (Petrol),19.40 ,1482 ,17.9 
446,Kia Seltos GTX Plus S Diesel AT (Diesel),19.40 ,1493 ,19.1 
447,Kia Seltos X-Line S Turbo DCT (Petrol),19.65 ,1482 ,17.9 
448,Kia Seltos X-Line S DIesel AT (Diesel),19.65 ,1493 ,19.1 
449,Kia Seltos HTX Plus Turbo DCT (Petrol),19.73 ,1482 ,17.9 
450,Kia Seltos GTX Plus Turbo DCT (Petrol),,1482 ,17.9 
451,Kia Seltos GTX Plus Diesel AT (Diesel),,1493 ,19.1 
452,Kia Seltos X-Line Turbo DCT (Petrol),20.35 ,1482 ,17.9 
453,Kia Seltos X-Line Diesel AT (Diesel),20.35 ,1493 ,19.1 
454,Kia Sonet HTE (Petrol),7.99 ,1197 ,
455,Kia Sonet HTE (O) (Petrol),8.19 ,1197 ,
456,Kia Sonet HTK (Petrol),8.89 ,1197 ,
457,Kia Sonet HTK (O) (Petrol),9.25 ,1197 ,
458,Kia Sonet HTK Turbo iMT (Petrol),9.60 ,998 ,
459,Kia Sonet HTE Diesel (Diesel),9.80 ,1493 ,
460,Kia Sonet HTK Plus (Petrol),,1199 ,
461,Kia Sonet HTE (O) Diesel (Diesel),,1493 ,
462,Kia Sonet HTK Diesel (Diesel),10.50 ,1493 ,
463,Kia Sonet HTK Plus Turbo iMT (Petrol),10.56 ,998 ,
464,Kia Sonet HTK (O) Diesel (Diesel),10.85 ,1493 ,
465,Kia Sonet HTK Plus Diesel (Diesel),11.45 ,1493 ,
466,Kia Sonet HTX Turbo iMT (Petrol),11.56 ,998 ,
467,Kia Sonet HTX Diesel (Diesel),12.10 ,1493 ,
468,Kia Sonet HTX Turbo DCT (Petrol),12.36 ,998 ,
469,Kia Sonet HTX Diesel iMT (Diesel),12.70 ,1493 ,
470,Kia Sonet HTX Diesel AT (Diesel),13.10 ,1493 ,
471,Kia Sonet HTX Plus Turbo iMT (Petrol),13.50 ,998 ,
472,Kia Sonet GTX Turbo DCT (Petrol),13.71 ,998 ,
473,Kia Sonet HTX Plus Diesel (Diesel),13.80 ,1493 ,
474,Kia Sonet HTX Plus Diesel iMT (Diesel),14.50 ,1493 ,
475,Kia Sonet GTX Plus Turbo DCT (Petrol),14.55 ,998 ,
476,Kia Sonet GTX Diesel AT (Diesel),14.56 ,1493 ,
477,Kia Sonet X-line Turbo DCT (Petrol),14.75 ,998 ,
478,Kia Sonet GTX Plus Diesel AT (Diesel),15.65 ,1493 ,
479,Kia Sonet X-line Diesel AT (Diesel),15.75 ,1493 ,
480,Hyundai Venue E (Petrol),7.94 ,1197 ,20.36 
481,Hyundai Venue S (Petrol),9.11 ,1197 ,20.36 
482,Hyundai Venue S Opt (Petrol),9.89 ,1197 ,20.36 
483,Hyundai Venue Executive Turbo (Petrol),,998 ,20.36 
484,Hyundai Venue S Opt Knight (Petrol),10.13 ,1197 ,20.36 
485,Hyundai Venue S Plus Diesel (Diesel),10.71 ,1493 ,24.2 
486,Hyundai Venue S Opt Turbo (Petrol),10.75 ,998 ,
487,Hyundai Venue SX (Petrol),11.05 ,1197 ,20.36 
488,Hyundai Venue SX DT (Petrol),11.20 ,1197 ,20.36 
489,Hyundai Venue SX Knight (Petrol),11.38 ,1197 ,20.36 
490,Hyundai Venue SX Knight DT (Petrol),11.53 ,1197 ,20.36 
491,Hyundai Venue S Opt Turbo DCT (Petrol),11.86 ,998 ,18.31 
492,Hyundai Venue SX Diesel (Diesel),12.37 ,1493 ,24.2 
493,Hyundai Venue SX Opt Turbo (Petrol),12.44 ,998 ,24.2 
494,Hyundai Venue SX DT Diesel (Diesel),12.52 ,1493 ,24.2 
495,Hyundai Venue SX Opt Turbo DT (Petrol),12.59 ,998 ,
496,Hyundai Venue SX Opt Knight Turbo (Petrol),12.65 ,998 ,20.36 
497,Hyundai Venue SX Opt Knight Turbo DT (Petrol),12.80 ,998 ,20.36 
498,Hyundai Venue SX Opt Turbo DCT (Petrol),13.23 ,998 ,18.31 
499,Hyundai Venue SX Opt Diesel (Diesel),13.29 ,1493 ,24.2 
500,Hyundai Venue SX Opt Knight Turbo DCT (Petrol),13.33 ,998 ,18.31 
501,Hyundai Venue SX Opt Turbo DCT DT (Petrol),13.38 ,998 ,18.31 
502,Hyundai Venue SX Opt DT Diesel (Diesel),13.44 ,1493 ,24.2 
503,Hyundai Venue SX Opt Knight Turbo DCT DT (Petrol),13.48 ,998 ,18.31 
504,Maruti Swift Dzire LXI (Petrol),6.57 ,1197 ,22.41 
505,Maruti Swift Dzire VXI (Petrol),7.49 ,1197 ,22.41 
506,Maruti Swift Dzire VXI AT (Petrol),7.99 ,1197 ,22.61 
507,Maruti Swift Dzire ZXI (Petrol),8.17 ,1197 ,22.41 
508,Maruti Swift Dzire VXI CNG (CNG),8.44 ,1197 ,
509,Maruti Swift Dzire ZXI AT (Petrol),8.67 ,1197 ,22.61 
510,Maruti Swift Dzire ZXI Plus (Petrol),8.89 ,1197 ,22.41 
511,Maruti Swift Dzire ZXI CNG (CNG),9.12 ,1197 ,
512,Maruti Swift Dzire ZXI Plus AT (Petrol),9.39 ,1197 ,22.61 
513,Toyota Land Cruiser 300 ZX (Diesel),,3346 ,
514,Maruti Wagon R LXI (Petrol),5.54 ,998 ,24.35 
515,Maruti Wagon R VXI (Petrol),,998 ,24.35 
516,Maruti Wagon R ZXI (Petrol),6.28 ,1197 ,23.56 
517,Maruti Wagon R VXI AT (Petrol),6.50 ,998 ,25.19 
518,Maruti Wagon R LXI CNG (CNG),6.45 ,998 ,
519,Maruti Wagon R ZXI AT (Petrol),6.78 ,1197 ,24.43 
520,Maruti Wagon R ZXI Plus (Petrol),6.75 ,1197 ,23.56 
521,Maruti Wagon R ZXI Plus Dual Tone (Petrol),6.88 ,1197 ,23.56 
522,Maruti Wagon R VXI CNG (CNG),6.89 ,998 ,
523,Maruti Wagon R ZXI Plus AT (Petrol),7.25 ,1197 ,24.43 
524,Maruti Wagon R ZXI Plus AT Dual tone (Petrol),7.38 ,1197 ,24.43 
525,Hyundai Exter EX (Petrol),6.13 ,1197 ,19.4 
526,Hyundai Exter EX Opt (Petrol),6.48 ,1197 ,19.4 
527,Hyundai Exter S (Petrol),7.50 ,1197 ,19.4 
528,Hyundai Exter S Opt (Petrol),7.65 ,1197 ,19.4 
529,Hyundai Exter S AMT (Petrol),8.23 ,1197 ,19.2 
530,Hyundai Exter SX (Petrol),8.23 ,1197 ,19.4 
531,Hyundai Exter SX Knight (Petrol),8.38 ,1197 ,19.4 
532,Hyundai Exter S CNG (CNG),8.43 ,1197 ,
533,Hyundai Exter SX DT (Petrol),8.47 ,1197 ,19.4 
534,Hyundai Exter SX Knight DT (Petrol),8.62 ,1197 ,19.4 
535,Hyundai Exter SX Opt (Petrol),8.87 ,1197 ,19.4 
536,Hyundai Exter SX AMT (Petrol),8.90 ,1197 ,19.2 
537,Hyundai Exter SX Knight AMT (Petrol),9.05 ,1197 ,19.2 
538,Hyundai Exter SX DT AMT (Petrol),9.15 ,1197 ,19.2 
539,Hyundai Exter SX CNG (CNG),9.16 ,1197 ,
540,Hyundai Exter SX Knight DT AMT (Petrol),9.30 ,1197 ,19.2 
541,Hyundai Exter SX Opt AMT (Petrol),9.54 ,1197 ,19.2 
542,Hyundai Exter SX Opt Connect (Petrol),9.56 ,1197 ,19.4 
543,Hyundai Exter SX Opt Connect Knight (Petrol),9.71 ,1197 ,19.4 
544,Hyundai Exter SX Opt Connect DT (Petrol),9.71 ,1197 ,19.4 
545,Hyundai Exter SX Opt Connect Knight DT (Petrol),9.86 ,1197 ,19.4 
546,Hyundai Exter SX Opt Connect AMT (Petrol),,1197 ,19.2 
547,Hyundai Exter SX Opt Connect Knight AMT (Petrol),10.15 ,1197 ,19.2 
548,Hyundai Exter SX Opt Connect DT AMT (Petrol),10.28 ,1197 ,19.2 
549,Hyundai Exter SX Opt Connect Knight DT AMT (Petrol),10.43 ,1197 ,19.2 
550,Hyundai i20 Era (Petrol),7.04 ,1197 ,
551,Hyundai i20 Magna (Petrol),7.75 ,1197 ,
552,Hyundai i20 Sportz (Petrol),8.38 ,1197 ,
553,Hyundai i20 Sportz DT (Petrol),8.53 ,1197 ,
554,Hyundai i20 Sportz Opt (Petrol),8.73 ,1197 ,
555,Hyundai i20 Sportz Opt DT (Petrol),8.88 ,1197 ,
556,Hyundai i20 Asta (Petrol),9.34 ,1197 ,
557,Hyundai i20 Sportz IVT (Petrol),9.43 ,1197 ,
558,Hyundai i20 Sportz Opt IVT (Petrol),9.78 ,1197 ,
559,Hyundai i20 Asta Opt (Petrol),,1197 ,
560,Hyundai i20 Asta Opt DT (Petrol),10.18 ,1197 ,
561,Hyundai i20 Asta Opt IVT (Petrol),11.06 ,1197 ,
562,Hyundai i20 Asta Opt IVT DT (Petrol),11.21 ,1197 ,
563,MG Hector 1.5 Turbo Style (Petrol),13.99 ,1451 ,13.79 
564,MG Hector 1.5 Turbo Shine (Petrol),16.16 ,1451 ,13.79 
565,MG Hector 1.5 Turbo Shine CVT (Petrol),17.17 ,1451 ,
566,MG Hector 1.5 Turbo Select Pro (Petrol),17.48 ,1451 ,13.79 
567,MG Hector 2.0 Shine Diesel (Diesel),17.88 ,1956 ,13.79 
568,MG Hector 1.5 Turbo Smart Pro (Petrol),18.43 ,1451 ,13.79 
569,MG Hector 1.5 Turbo Select Pro CVT (Petrol),18.68 ,1451 ,
570,MG Hector 2.0 Select Pro Diesel (Diesel),18.89 ,1956 ,15.58 
571,MG Hector 1.5 Turbo Sharp Pro (Petrol),19.90 ,1451 ,13.79 
572,MG Hector 2.0 Smart Pro Diesel (Diesel),,1956 ,15.58 
573,MG Hector 100 Year Limited Edition CVT (Petrol),21.20 ,1451 ,12.34 
574,MG Hector 1.5 Turbo Sharp Pro CVT (Petrol),21.21 ,1451 ,12.34 
575,MG Hector BlackStorm CVT (Petrol),21.53 ,1451 ,12.34 
576,MG Hector 100 Year Limited Edition Diesel (Diesel),21.90 ,1956 ,15.58 
577,MG Hector 2.0 Sharp Pro Diesel (Diesel),21.92 ,1956 ,15.58 
578,MG Hector 1.5 Turbo Savvy Pro CVT (Petrol),22.17 ,1451 ,12.34 
579,MG Hector BlackStorm Diesel (Diesel),22.24 ,1956 ,15.58 
580,Toyota Hyryder E (Petrol),11.14 ,1462 ,21.12 
581,Toyota Hyryder S (Petrol),12.81 ,1462 ,21.12 
582,Toyota Hyryder S CNG (CNG),13.71 ,1462 ,
583,Toyota Hyryder S AT (Petrol),14.01 ,1462 ,20.58 
584,Toyota Hyryder G (Petrol),14.49 ,1462 ,21.12 
585,Toyota Hyryder G CNG (CNG),15.59 ,1462 ,
586,Toyota Hyryder G AT (Petrol),15.69 ,1462 ,20.58 
587,Toyota Hyryder V (Petrol),16.04 ,1462 ,21.12 
588,Toyota Hyryder S HYBRID (Petrol),16.66 ,1490 ,27.97 
589,Toyota Hyryder V AT (Petrol),17.24 ,1462 ,20.58 
590,Toyota Hyryder V AWD (Petrol),17.54 ,1462 ,19.39 
591,Toyota Hyryder G HYBRID (Petrol),18.69 ,1490 ,27.97 
592,Toyota Hyryder V HYBRID (Petrol),20.19 ,1490 ,27.97 
593,Tata Safari Smart (Diesel),15.49 ,1956 ,16.3 
594,Tata Safari Smart (O) (Diesel),16.69 ,1956 ,
595,Tata Safari Pure (Diesel),17.69 ,1956 ,16.3 
596,Tata Safari Pure (O) (Diesel),18.19 ,1956 ,
597,Tata Safari Pure Plus (Diesel),19.39 ,1956 ,16.3 
598,Tata Safari Pure Plus S (Diesel),20.39 ,1956 ,
599,Tata Safari Pure Plus S Dark (Diesel),20.69 ,1956 ,
600,Tata Safari Pure Plus AT (Diesel),20.69 ,1956 ,
601,Tata Safari Adventure (Diesel),20.99 ,1956 ,16.3 
602,Tata Safari Pure Plus S AT (Diesel),21.79 ,1956 ,
603,Tata Safari Pure Plus S Dark AT (Diesel),22.09 ,1956 ,
604,Tata Safari Adventure Plus (Diesel),22.49 ,1956 ,16.3 
605,Tata Safari Adventure Plus Dark (Diesel),23.04 ,1956 ,
606,Tata Safari Adventure Plus A (Diesel),23.49 ,1956 ,
607,Tata Safari Adventure Plus AT (Diesel),23.89 ,1956 ,16.3 
608,Tata Safari Accomplished (Diesel),23.99 ,1956 ,16.3 
609,Tata Safari Accomplished Dark (Diesel),24.34 ,1956 ,
610,Tata Safari Adventure Plus Dark AT (Diesel),24.44 ,1956 ,
611,Tata Safari Adventure Plus A AT (Diesel),24.89 ,1956 ,
612,Tata Safari Accomplished AT (Diesel),25.39 ,1956 ,
613,Tata Safari Accomplished Plus (Diesel),25.49 ,1956 ,
614,Tata Safari Accomplished Plus 6S (Diesel),25.59 ,1956 ,
615,Tata Safari Accomplished Dark AT (Diesel),25.74 ,1956 ,
616,Tata Safari Accomplished Plus Dark (Diesel),25.84 ,1956 ,
617,Tata Safari Accomplished Plus Dark 6S (Diesel),25.94 ,1956 ,
618,Tata Safari Accomplished Plus AT (Diesel),26.89 ,1956 ,
619,Tata Safari Accomplished Plus 6S AT (Diesel),26.99 ,1956 ,
620,Tata Safari Accomplished Plus Dark AT (Diesel),27.24 ,1956 ,
621,Tata Safari Accomplished Plus Dark 6S AT (Diesel),27.34 ,1956 ,
622,Tata Altroz XE (Petrol),6.65 ,1199 ,19.33 
623,Tata Altroz XM (Petrol),,1199 ,19.05 
624,Tata Altroz XM S (Petrol),7.45 ,1199 ,19.05 
625,Tata Altroz XM Plus (Petrol),7.60 ,1199 ,19.33 
626,Tata Altroz XE CNG (CNG),7.60 ,1199 ,
627,Tata Altroz XT (Petrol),8.10 ,1199 ,19.33 
628,Tata Altroz XM Plus S (Petrol),8.10 ,1199 ,19.33 
629,Tata Altroz XM Plus CNG (CNG),8.45 ,1199 ,
630,Tata Altroz XZ (Petrol),8.60 ,1199 ,19.33 
631,Tata Altroz XMA Plus DCT (Petrol),8.60 ,1199 ,18.5 
632,Tata Altroz XM Plus Diesel (Diesel),8.90 ,1497 ,23.64 
633,Tata Altroz XM Plus S CNG (CNG),8.95 ,1199 ,
634,Tata Altroz XZ LUX (Petrol),,1199 ,19.33 
635,Tata Altroz XTA DCT (Petrol),9.10 ,1199 ,18.5 
636,Tata Altroz XMA Plus S DCT (Petrol),9.10 ,1199 ,18.5 
637,Tata Altroz XZ Plus S (Petrol),9.10 ,1199 ,19.33 
638,Tata Altroz XT Diesel (Diesel),9.40 ,1497 ,23.64 
639,Tata Altroz XM Plus S Diesel (Diesel),9.40 ,1497 ,23.64 
